employee_id,annual_base_salary,currency,bonus_target_pct
298,122000,USD,0.15
299,108000,USD,0.15
300,120000,USD,0.15
301,116000,USD,0.15
302,79000,USD,0.15
303,86000,USD,0.15
304,119000,USD,0.15
305,115000,USD,0.15
306,99000,USD,0.15
307,103000,USD,0.15
308,132000,USD,0.15
309,85000,USD,0.15
310,114000,USD,0.15
311,95000,USD,0.15
312,95000,USD,0.15
313,127000,USD,0.15
314,121000,USD,0.15
315,120000,USD,0.15
316,133000,USD,0.15
317,101000,USD,0.15
318,117000,USD,0.15
319,92000,USD,0.15
320,108000,USD,0.15
321,97000,USD,0.15
322,102000,USD,0.15
323,115000,USD,0.15
324,80000,USD,0.15
325,152000,USD,0.15
326,75000,USD,0.15
327,70000,USD,0.15
328,129000,USD,0.15
329,120000,USD,0.15
330,116000,USD,0.15
331,116000,USD,0.15
332,100000,USD,0.15
333,78000,USD,0.15
334,102000,USD,0.15
335,83000,USD,0.15
336,124000,USD,0.15
337,96000,USD,0.15
338,79000,USD,0.15
339,92000,USD,0.15
340,110000,USD,0.15
341,86000,USD,0.15
342,79000,USD,0.15
343,106000,USD,0.15
344,106000,USD,0.15
345,87000,USD,0.15
346,88000,USD,0.15
347,106000,USD,0.15
348,64000,USD,0.15
349,65000,USD,0.15
350,82000,USD,0.15
351,95000,USD,0.15
352,108000,USD,0.15
353,137000,USD,0.15
354,121000,USD,0.15
355,96000,USD,0.15
356,100000,USD,0.15
357,75000,USD,0.15
358,100000,USD,0.15
359,93000,USD,0.15
360,108000,USD,0.15
361,79000,USD,0.15
362,113000,USD,0.15
363,138000,USD,0.15
364,97000,USD,0.15
365,110000,USD,0.15
366,117000,USD,0.15
367,90000,USD,0.15
368,106000,USD,0.15
369,100000,USD,0.15
370,102000,USD,0.15
371,81000,USD,0.15
372,101000,USD,0.15
373,112000,USD,0.15
374,136000,USD,0.15
375,124000,USD,0.15
376,154000,USD,0.15
377,81000,USD,0.15
378,122000,USD,0.15
379,105000,USD,0.15
380,155000,USD,0.15
381,80000,USD,0.15
382,79000,USD,0.15
383,85000,USD,0.15
384,50000,USD,0.15
385,87000,USD,0.15
386,81000,USD,0.15
387,104000,USD,0.15
388,109000,USD,0.15
389,147000,USD,0.15
390,124000,USD,0.15
391,86000,USD,0.15
392,78000,USD,0.15
393,112000,USD,0.15
394,67000,USD,0.15
395,146000,USD,0.15
396,129000,USD,0.15
397,88000,USD,0.15
398,57000,USD,0.15
399,134000,USD,0.15
400,97000,USD,0.15
401,131000,USD,0.15
402,60000,USD,0.15
403,85000,USD,0.15
404,100000,USD,0.15
405,101000,USD,0.15
406,89000,USD,0.15
407,116000,USD,0.15
408,73000,USD,0.15
409,96000,USD,0.15
410,103000,USD,0.15
411,113000,USD,0.15
412,118000,USD,0.15
413,72000,USD,0.15
414,62000,USD,0.15
415,132000,USD,0.15
416,108000,USD,0.15
417,81000,USD,0.15
418,139000,USD,0.15
419,103000,USD,0.15
420,129000,USD,0.15
421,102000,USD,0.15
422,152000,USD,0.15
423,144000,USD,0.15
424,94000,USD,0.15
425,124000,USD,0.15
426,116000,USD,0.15
427,134000,USD,0.15
428,76000,USD,0.15
429,117000,USD,0.15
430,126000,USD,0.15
431,56000,USD,0.15
432,70000,USD,0.15
433,50000,USD,0.15
434,93000,USD,0.15
435,118000,USD,0.15
436,138000,USD,0.15
437,102000,USD,0.15
438,141000,USD,0.15
439,65000,USD,0.15
440,57000,USD,0.15
441,99000,USD,0.15
442,110000,USD,0.15
443,99000,USD,0.15
444,50000,USD,0.15
445,98000,USD,0.15
446,67000,USD,0.15
447,117000,USD,0.15
448,109000,USD,0.15
449,77000,USD,0.15
450,87000,USD,0.15
451,74000,USD,0.15
452,98000,USD,0.15
453,124000,USD,0.15
454,75000,USD,0.15
455,113000,USD,0.15
456,87000,USD,0.15
457,80000,USD,0.15
458,97000,USD,0.15
459,74000,USD,0.15
460,86000,USD,0.15
461,70000,USD,0.15
462,149000,USD,0.15
463,101000,USD,0.15
464,83000,USD,0.15
465,105000,USD,0.15
466,97000,USD,0.15
467,94000,USD,0.15
468,115000,USD,0.15
469,119000,USD,0.15
470,87000,USD,0.15
471,86000,USD,0.15
472,93000,USD,0.15
473,50000,USD,0.15
474,62000,USD,0.15
475,134000,USD,0.15
476,141000,USD,0.15
477,94000,USD,0.15
478,114000,USD,0.15
479,108000,USD,0.15
480,177000,USD,0.15
481,128000,USD,0.15
482,97000,USD,0.15
483,76000,USD,0.15
484,60000,USD,0.15
485,105000,USD,0.15
486,81000,USD,0.15
487,64000,USD,0.15
488,84000,USD,0.15
489,73000,USD,0.15
490,142000,USD,0.15
491,122000,USD,0.15
492,100000,USD,0.15
493,137000,USD,0.15
494,102000,USD,0.15
495,78000,USD,0.15
496,138000,USD,0.15
497,113000,USD,0.15
498,74000,USD,0.15
499,95000,USD,0.15
500,78000,USD,0.15
501,65000,USD,0.15
502,123000,USD,0.15
503,148000,USD,0.15
504,65000,USD,0.15
505,114000,USD,0.15
506,84000,USD,0.15
507,88000,USD,0.15
508,85000,USD,0.15
509,78000,USD,0.15
510,101000,USD,0.15
511,79000,USD,0.15
512,107000,USD,0.15
513,99000,USD,0.15
514,94000,USD,0.15
515,77000,USD,0.15
516,86000,USD,0.15
517,119000,USD,0.15
518,113000,USD,0.15
519,76000,USD,0.15
520,102000,USD,0.15
521,119000,USD,0.15
522,58000,USD,0.15
523,114000,USD,0.15
524,83000,USD,0.15
525,114000,USD,0.15
526,81000,USD,0.15
527,55000,USD,0.15
528,59000,USD,0.15
529,101000,USD,0.15
530,106000,USD,0.15
531,77000,USD,0.15
532,116000,USD,0.15
533,58000,USD,0.15
534,98000,USD,0.15
535,70000,USD,0.15
536,84000,USD,0.15
537,101000,USD,0.15
538,78000,USD,0.15
539,90000,USD,0.15
540,125000,USD,0.15
541,86000,USD,0.15
542,121000,USD,0.15
543,72000,USD,0.15
544,113000,USD,0.15
545,136000,USD,0.15
546,50000,USD,0.15
547,80000,USD,0.15
548,114000,USD,0.15
549,95000,USD,0.15
550,109000,USD,0.15
551,85000,USD,0.15
552,102000,USD,0.15
553,96000,USD,0.15
554,129000,USD,0.15
555,106000,USD,0.15
556,108000,USD,0.15
557,90000,USD,0.15
558,88000,USD,0.15
559,89000,USD,0.15
560,110000,USD,0.15
561,89000,USD,0.15
562,107000,USD,0.15
563,152000,USD,0.15
564,122000,USD,0.15
565,92000,USD,0.15
566,130000,USD,0.15
567,90000,USD,0.15
568,50000,USD,0.15
569,75000,USD,0.15
570,53000,USD,0.15
571,91000,USD,0.15
572,100000,USD,0.15
573,142000,USD,0.15
574,108000,USD,0.15
575,95000,USD,0.15
576,121000,USD,0.15
577,50000,USD,0.15
578,106000,USD,0.15
579,119000,USD,0.15
580,63000,USD,0.15
581,129000,USD,0.15
582,108000,USD,0.15
583,90000,USD,0.15
584,116000,USD,0.15
585,157000,USD,0.15
586,105000,USD,0.15
587,106000,USD,0.15
588,89000,USD,0.15
589,79000,USD,0.15
590,121000,USD,0.15
591,79000,USD,0.15
592,102000,USD,0.15
593,88000,USD,0.15
594,112000,USD,0.15
595,108000,USD,0.15
596,126000,USD,0.15
597,87000,USD,0.15
598,93000,USD,0.15
599,76000,USD,0.15
600,89000,USD,0.15
601,109000,USD,0.15
602,119000,USD,0.15
603,77000,USD,0.15
604,122000,USD,0.15
605,134000,USD,0.15
606,110000,USD,0.15
607,147000,USD,0.15
608,81000,USD,0.15
609,69000,USD,0.15
610,56000,USD,0.15
611,137000,USD,0.15
612,116000,USD,0.15
613,99000,USD,0.15
614,107000,USD,0.15
615,72000,USD,0.15
616,161000,USD,0.15
617,103000,USD,0.15
618,103000,USD,0.15
619,118000,USD,0.15
620,112000,USD,0.15
621,106000,USD,0.15
622,80000,USD,0.15
623,112000,USD,0.15
624,147000,USD,0.15
625,134000,USD,0.15
626,140000,USD,0.15
627,87000,USD,0.15
628,75000,USD,0.15
629,97000,USD,0.15
630,101000,USD,0.15
631,127000,USD,0.15
632,58000,USD,0.15
633,138000,USD,0.15
634,96000,USD,0.15
635,89000,USD,0.15
636,75000,USD,0.15
637,59000,USD,0.15
638,121000,USD,0.15
639,102000,USD,0.15
640,68000,USD,0.15
641,68000,USD,0.15
642,92000,USD,0.15
643,142000,USD,0.15
644,94000,USD,0.15
645,62000,USD,0.15
646,94000,USD,0.15
647,93000,USD,0.15
648,50000,USD,0.15
649,99000,USD,0.15
650,94000,USD,0.15
651,117000,USD,0.15
652,146000,USD,0.15
653,128000,USD,0.15
654,93000,USD,0.15
655,72000,USD,0.15
656,164000,USD,0.15
657,101000,USD,0.15
658,100000,USD,0.15
659,99000,USD,0.15
660,105000,USD,0.15
661,96000,USD,0.15
662,86000,USD,0.15
663,86000,USD,0.15
664,99000,USD,0.15
665,86000,USD,0.15
666,82000,USD,0.15
667,103000,USD,0.15
668,94000,USD,0.15
669,138000,USD,0.15
670,50000,USD,0.15
671,127000,USD,0.15
672,131000,USD,0.15
673,50000,USD,0.15
674,91000,USD,0.15
675,91000,USD,0.15
676,65000,USD,0.15
677,81000,USD,0.15
678,72000,USD,0.15
679,144000,USD,0.15
680,123000,USD,0.15
681,132000,USD,0.15
682,118000,USD,0.15
683,72000,USD,0.15
684,87000,USD,0.15
685,112000,USD,0.15
686,69000,USD,0.15
687,118000,USD,0.15
688,94000,USD,0.15
689,91000,USD,0.15
690,118000,USD,0.15
691,111000,USD,0.15
692,91000,USD,0.15
693,129000,USD,0.15
694,73000,USD,0.15
695,115000,USD,0.15
696,115000,USD,0.15
697,92000,USD,0.15
698,108000,USD,0.15
699,69000,USD,0.15
700,123000,USD,0.15
701,95000,USD,0.15
702,87000,USD,0.15
703,126000,USD,0.15
704,82000,USD,0.15
705,65000,USD,0.15
706,61000,USD,0.15
707,115000,USD,0.15
708,68000,USD,0.15
709,144000,USD,0.15
710,50000,USD,0.15
711,142000,USD,0.15
712,105000,USD,0.15
713,98000,USD,0.15
714,86000,USD,0.15
715,110000,USD,0.15
716,99000,USD,0.15
717,128000,USD,0.15
718,103000,USD,0.15
719,104000,USD,0.15
720,91000,USD,0.15
721,99000,USD,0.15
722,108000,USD,0.15
723,57000,USD,0.15
724,66000,USD,0.15
725,119000,USD,0.15
726,104000,USD,0.15
727,95000,USD,0.15
728,100000,USD,0.15
729,109000,USD,0.15
730,87000,USD,0.15
731,81000,USD,0.15
732,105000,USD,0.15
733,76000,USD,0.15
734,110000,USD,0.15
735,57000,USD,0.15
736,126000,USD,0.15
737,112000,USD,0.15
738,106000,USD,0.15
739,125000,USD,0.15
740,142000,USD,0.15
741,125000,USD,0.15
742,54000,USD,0.15
743,68000,USD,0.15
744,84000,USD,0.15
745,101000,USD,0.15
746,113000,USD,0.15
747,82000,USD,0.15
748,105000,USD,0.15
749,81000,USD,0.15
750,85000,USD,0.15
751,65000,USD,0.15
752,77000,USD,0.15
753,66000,USD,0.15
754,76000,USD,0.15
755,126000,USD,0.15
756,76000,USD,0.15
757,166000,USD,0.15
758,112000,USD,0.15
759,105000,USD,0.15
760,79000,USD,0.15
761,118000,USD,0.15
762,86000,USD,0.15
763,103000,USD,0.15
764,164000,USD,0.15
765,98000,USD,0.15
766,129000,USD,0.15
767,82000,USD,0.15
768,99000,USD,0.15
769,144000,USD,0.15
770,84000,USD,0.15
771,145000,USD,0.15
772,118000,USD,0.15
773,86000,USD,0.15
774,116000,USD,0.15
775,124000,USD,0.15
776,116000,USD,0.15
777,61000,USD,0.15
778,82000,USD,0.15
779,94000,USD,0.15
780,98000,USD,0.15
781,116000,USD,0.15
782,104000,USD,0.15
783,67000,USD,0.15
784,110000,USD,0.15
785,115000,USD,0.15
786,114000,USD,0.15
787,127000,USD,0.15
788,121000,USD,0.15
789,111000,USD,0.15
790,98000,USD,0.15
791,58000,USD,0.15
792,111000,USD,0.15
793,105000,USD,0.15
794,107000,USD,0.15
795,68000,USD,0.15
796,73000,USD,0.15
797,126000,USD,0.15
798,99000,USD,0.15
799,117000,USD,0.15
800,101000,USD,0.15
801,101000,USD,0.15
802,123000,USD,0.15
803,87000,USD,0.15
804,102000,USD,0.15
805,88000,USD,0.15
806,89000,USD,0.15
807,92000,USD,0.15
808,106000,USD,0.15
809,88000,USD,0.15
810,131000,USD,0.15
811,78000,USD,0.15
812,95000,USD,0.15
813,89000,USD,0.15
814,136000,USD,0.15
815,105000,USD,0.15
816,126000,USD,0.15
817,63000,USD,0.15
818,107000,USD,0.15
819,122000,USD,0.15
820,102000,USD,0.15
821,127000,USD,0.15
822,87000,USD,0.15
823,135000,USD,0.15
824,157000,USD,0.15
825,91000,USD,0.15
826,89000,USD,0.15
827,136000,USD,0.15
828,139000,USD,0.15
829,87000,USD,0.15
830,89000,USD,0.15
831,93000,USD,0.15
832,66000,USD,0.15
833,77000,USD,0.15
834,75000,USD,0.15
835,81000,USD,0.15
836,99000,USD,0.15
837,106000,USD,0.15
838,139000,USD,0.15
839,75000,USD,0.15
840,125000,USD,0.15
841,95000,USD,0.15
842,99000,USD,0.15
843,117000,USD,0.15
844,72000,USD,0.15
845,110000,USD,0.15
846,104000,USD,0.15
847,112000,USD,0.15
848,107000,USD,0.15
849,161000,USD,0.15
850,84000,USD,0.15
851,87000,USD,0.15
852,84000,USD,0.15
853,86000,USD,0.15
854,84000,USD,0.15
855,130000,USD,0.15
856,136000,USD,0.15
857,86000,USD,0.15
858,79000,USD,0.15
859,112000,USD,0.15
860,86000,USD,0.15
861,116000,USD,0.15
862,105000,USD,0.15
863,62000,USD,0.15
864,139000,USD,0.15
865,145000,USD,0.15
866,85000,USD,0.15
867,90000,USD,0.15
868,107000,USD,0.15
869,108000,USD,0.15
870,116000,USD,0.15
871,150000,USD,0.15
872,96000,USD,0.15
873,80000,USD,0.15
874,66000,USD,0.15
875,82000,USD,0.15
876,99000,USD,0.15
877,145000,USD,0.15
878,87000,USD,0.15
879,106000,USD,0.15
880,100000,USD,0.15
881,130000,USD,0.15
882,163000,USD,0.15
883,87000,USD,0.15
884,88000,USD,0.15
885,126000,USD,0.15
886,117000,USD,0.15
887,146000,USD,0.15
888,115000,USD,0.15
889,91000,USD,0.15
890,115000,USD,0.15
891,128000,USD,0.15
892,121000,USD,0.15
893,113000,USD,0.15
894,127000,USD,0.15
895,129000,USD,0.15
896,135000,USD,0.15
897,116000,USD,0.15
898,96000,USD,0.15
899,104000,USD,0.15
900,130000,USD,0.15
901,80000,USD,0.15
902,109000,USD,0.15
903,90000,USD,0.15
904,101000,USD,0.15
905,132000,USD,0.15
906,105000,USD,0.15
907,101000,USD,0.15
908,66000,USD,0.15
909,119000,USD,0.15
910,116000,USD,0.15
911,154000,USD,0.15
912,92000,USD,0.15
913,105000,USD,0.15
914,106000,USD,0.15
915,139000,USD,0.15
916,98000,USD,0.15
917,107000,USD,0.15
918,115000,USD,0.15
919,105000,USD,0.15
920,89000,USD,0.15
921,105000,USD,0.15
922,127000,USD,0.15
923,74000,USD,0.15
924,103000,USD,0.15
925,82000,USD,0.15
926,130000,USD,0.15
927,62000,USD,0.15
928,86000,USD,0.15
929,109000,USD,0.15
930,139000,USD,0.15
931,98000,USD,0.15
932,86000,USD,0.15
933,147000,USD,0.15
934,64000,USD,0.15
935,50000,USD,0.15
936,111000,USD,0.15
937,87000,USD,0.15
938,74000,USD,0.15
939,118000,USD,0.15
940,106000,USD,0.15
941,86000,USD,0.15
942,68000,USD,0.15
943,122000,USD,0.15
944,116000,USD,0.15
945,98000,USD,0.15
946,146000,USD,0.15
947,73000,USD,0.15
948,62000,USD,0.15
949,83000,USD,0.15
950,99000,USD,0.15
951,106000,USD,0.15
952,94000,USD,0.15
953,109000,USD,0.15
954,69000,USD,0.15
955,136000,USD,0.15
956,98000,USD,0.15
957,128000,USD,0.15
958,109000,USD,0.15
959,111000,USD,0.15
960,114000,USD,0.15
961,111000,USD,0.15
962,116000,USD,0.15
963,133000,USD,0.15
964,105000,USD,0.15
965,118000,USD,0.15
966,98000,USD,0.15
967,136000,USD,0.15
968,83000,USD,0.15
969,145000,USD,0.15
970,99000,USD,0.15
971,64000,USD,0.15
972,103000,USD,0.15
973,83000,USD,0.15
974,121000,USD,0.15
975,84000,USD,0.15
976,89000,USD,0.15
977,53000,USD,0.15
978,89000,USD,0.15
979,50000,USD,0.15
980,60000,USD,0.15
981,119000,USD,0.15
982,120000,USD,0.15
983,111000,USD,0.15
984,76000,USD,0.15
985,99000,USD,0.15
986,100000,USD,0.15
987,71000,USD,0.15
988,138000,USD,0.15
989,122000,USD,0.15
990,94000,USD,0.15
991,101000,USD,0.15
992,105000,USD,0.15
993,50000,USD,0.15
994,94000,USD,0.15
995,83000,USD,0.15
996,75000,USD,0.15
997,93000,USD,0.15
998,145000,USD,0.15
999,116000,USD,0.15
1000,86000,USD,0.15
1001,114000,USD,0.15
1002,135000,USD,0.15
1003,123000,USD,0.15
1004,101000,USD,0.15
1005,84000,USD,0.15
1006,117000,USD,0.15
1007,110000,USD,0.15
1008,122000,USD,0.15
1009,116000,USD,0.15
1010,126000,USD,0.15
1011,87000,USD,0.15
1012,133000,USD,0.15
1013,105000,USD,0.15
1014,152000,USD,0.15
1015,83000,USD,0.15
1016,143000,USD,0.15
1017,105000,USD,0.15
1018,84000,USD,0.15
1019,88000,USD,0.15
1020,92000,USD,0.15
1021,111000,USD,0.15
1022,113000,USD,0.15
1023,86000,USD,0.15
1024,99000,USD,0.15
1025,154000,USD,0.15
1026,143000,USD,0.15
1027,111000,USD,0.15
1028,101000,USD,0.15
1029,103000,USD,0.15
1030,115000,USD,0.15
1031,74000,USD,0.15
1032,94000,USD,0.15
1033,58000,USD,0.15
1034,110000,USD,0.15
1035,116000,USD,0.15
1036,88000,USD,0.15
1037,139000,USD,0.15
1038,69000,USD,0.15
1039,63000,USD,0.15
1040,106000,USD,0.15
1041,126000,USD,0.15
1042,142000,USD,0.15
1043,89000,USD,0.15
1044,127000,USD,0.15
1045,99000,USD,0.15
1046,96000,USD,0.15
1047,122000,USD,0.15
1048,116000,USD,0.15
1049,61000,USD,0.15
1050,137000,USD,0.15
1051,135000,USD,0.15
1052,84000,USD,0.15
1053,110000,USD,0.15
1054,112000,USD,0.15
1055,107000,USD,0.15
1056,86000,USD,0.15
1057,83000,USD,0.15
1058,99000,USD,0.15
1059,129000,USD,0.15
1060,114000,USD,0.15
1061,91000,USD,0.15
1062,119000,USD,0.15
1063,50000,USD,0.15
1064,129000,USD,0.15
1065,57000,USD,0.15
1066,91000,USD,0.15
1067,72000,USD,0.15
1068,68000,USD,0.15
1069,129000,USD,0.15
1070,88000,USD,0.15
1071,109000,USD,0.15
1072,99000,USD,0.15
1073,112000,USD,0.15
1074,102000,USD,0.15
1075,68000,USD,0.15
1076,125000,USD,0.15
1077,88000,USD,0.15
1078,61000,USD,0.15
1079,89000,USD,0.15
1080,138000,USD,0.15
1081,121000,USD,0.15
1082,91000,USD,0.15
1083,91000,USD,0.15
1084,92000,USD,0.15
1085,152000,USD,0.15
1086,110000,USD,0.15
1087,111000,USD,0.15
1088,126000,USD,0.15
1089,106000,USD,0.15
1090,94000,USD,0.15
1091,95000,USD,0.15
1092,98000,USD,0.15
1093,99000,USD,0.15
1094,118000,USD,0.15
1095,101000,USD,0.15
1096,118000,USD,0.15
1097,98000,USD,0.15
1098,102000,USD,0.15
1099,50000,USD,0.15
1100,123000,USD,0.15
1101,109000,USD,0.15
1102,125000,USD,0.15
1103,50000,USD,0.15
1104,152000,USD,0.15
1105,97000,USD,0.15
1106,128000,USD,0.15
1107,74000,USD,0.15
1108,115000,USD,0.15
1109,74000,USD,0.15
1110,84000,USD,0.15
1111,148000,USD,0.15
1112,95000,USD,0.15
1113,105000,USD,0.15
1114,122000,USD,0.15
1115,112000,USD,0.15
1116,104000,USD,0.15
1117,109000,USD,0.15
1118,160000,USD,0.15
1119,99000,USD,0.15
1120,105000,USD,0.15
1121,126000,USD,0.15
1122,128000,USD,0.15
1123,130000,USD,0.15
1124,116000,USD,0.15
1125,71000,USD,0.15
1126,141000,USD,0.15
1127,71000,USD,0.15
1128,108000,USD,0.15
1129,81000,USD,0.15
1130,98000,USD,0.15
1131,108000,USD,0.15
1132,108000,USD,0.15
1133,111000,USD,0.15
1134,140000,USD,0.15
1135,111000,USD,0.15
1136,94000,USD,0.15
1137,124000,USD,0.15
1138,130000,USD,0.15
1139,69000,USD,0.15
1140,115000,USD,0.15
1141,118000,USD,0.15
1142,93000,USD,0.15
1143,134000,USD,0.15
1144,96000,USD,0.15
1145,103000,USD,0.15
1146,96000,USD,0.15
1147,100000,USD,0.15
1148,73000,USD,0.15
1149,64000,USD,0.15
